BillId,BarId,DrinkerId,TimeIssued,Item,Quantity,Price
3643,46,72,1698,Fries,3,30.0
3643,46,72,1698,Hitachino Nest Weizen,1,5.49
3643,46,72,1698,Ice Tea,1,2.09
3643,46,72,1698,Water,1,6.23
3644,33,300,1040,Rogue Dry Hopped Saint Rogue Red Ale,2,14.84
3644,33,300,1040,Ice Tea,1,2.22
3645,229,400,1544,New Glarus Two Women New,1,11.91
3646,146,383,2009,Left Hand Black Jack Porter,2,5.06
3646,146,383,2009,Hops Clearwater Light,1,3.4
3647,238,242,1625,Ice Tea,1,2.64
3647,238,242,1625,Left Hand Polestar Pilsner,1,5.75
3647,238,242,1625,Engel Gold,1,10.21
3648,96,133,1403,Spaten Munchen Dunkel,1,4.7
3648,96,133,1403,BridgePort India Pale Ale,1,7.67
3648,96,133,1403,River Rock Ale,3,13.68
3648,96,133,1403,Abita Turbodog,1,11.77
3649,97,422,1801,Pepsi,2,4.48
3649,97,422,1801,Fries,1,10.72
3650,79,57,1371,Old Rasputin Russian Imperial Stout,3,14.67
3650,79,57,1371,Pepsi,2,5.62
3650,79,57,1371,Coke,1,6.07
3650,79,57,1371,Water,3,20.34
3651,247,482,1849,Hitachino Nest Weizen,1,5.24
3652,135,496,1015,Fried Chocolate Tarantula,3,25.41
3653,18,425,1670,Station House Red Ale,2,18.18
3654,243,68,1162,Dirty Shirley,1,12.17
3654,243,68,1162,Strong Suffolk Vintage Ale,1,8.54
3654,243,68,1162,Miller High Life Light,3,17.16
3654,243,68,1162,Ice Tea,3,7.08
3654,243,68,1162,Pepsi,2,5.28
3655,177,282,2129,Point Horizon Wheat,3,33.81
3655,177,282,2129,Pepsi,1,2.58
3655,177,282,2129,Lakefront Bridge Burner,1,11.2
3655,177,282,2129,Capital Maibock,3,30.75
3655,177,282,2129,Ice Tea,2,5.62
3656,27,148,1146,Ice Tea,1,2.96
3656,27,148,1146,New Glarus Two Women New,1,11.62
3656,27,148,1146,Pepsi,2,5.32
3657,131,391,1849,Xingu Black Beer,3,26.94
3658,244,236,1454,Wings,2,25.14
3658,244,236,1454,New Glarus Two Women New,2,23.32
3658,244,236,1454,Quail Springs India Pale Ale,2,16.52
3659,163,300,1593,BridgePort India Pale Ale,1,7.18
3659,163,300,1593,Wings,2,25.46
3659,163,300,1593,Boris,3,32.97
3659,163,300,1593,Fordham Dunkel Weiss,3,14.76
3660,118,49,1055,Capital Vintage Ale,3,23.61
3660,118,49,1055,Dirty Shirley,2,25.1
3660,118,49,1055,Water,2,12.7
3661,54,80,1314,Spaten Munchen Dunkel,3,12.84
3661,54,80,1314,Cheesburger,3,11.64
3661,54,80,1314,Hotdog,1,11.62
3662,247,99,1491,Cheesburger,2,6.08
3663,50,129,1176,Fried Chocolate Tarantula,1,8.79
3664,160,279,1331,Wings,3,38.73
3664,160,279,1331,Pepsi,2,5.34
3665,87,118,1859,Engel Gold,2,20.88
3666,111,255,2131,Cheesburger,1,3.67
3666,111,255,2131,Widmer Snowplow Milk Stout,2,23.86
3666,111,255,2131,Drake's Expedition Ale,2,11.04
3667,156,179,1074,Strong Suffolk Vintage Ale,2,17.06
3667,156,179,1074,Fries,1,10.11
3667,156,179,1074,New Glarus Spotted Cow Ale,3,8.1
3667,156,179,1074,Boddingtons Pub Ale,2,12.16
3668,109,97,1148,Boris,3,32.34
3668,109,97,1148,Widmer Snowplow Milk Stout,2,22.94
3668,109,97,1148,Ice Tea,2,4.72
3668,109,97,1148,Dirty Shirley,1,12.91
3668,109,97,1148,Pepsi,2,5.62
3669,235,360,2074,Tuppers' Hop Pocket Pils,3,23.73
3669,235,360,2074,Left Hand Polestar Pilsner,2,11.02
3670,16,433,1634,Steamworks Summer Kolsch,1,5.15
3670,16,433,1634,Cheesburger,2,6.68
3671,139,70,1692,Wings,3,37.14
3671,139,70,1692,Dirty Shirley,3,36.87
3671,139,70,1692,Rogue Dry Hopped Saint Rogue Red Ale,3,22.92
3672,215,278,1645,Old Rasputin Russian Imperial Stout,2,8.7
3672,215,278,1645,Pinstripe Red Ale,2,19.12
3673,124,134,1017,Wings,1,12.39
3674,149,425,1676,Tripel Karmeliet,3,9.33
3674,149,425,1676,Dirty Shirley,3,37.53
3675,200,208,1906,Left Hand Black Jack Porter,3,6.24
3676,152,6,1397,St Peter's Wheat Ale,3,31.44
3676,152,6,1397,Tripel Karmeliet,2,7.2
3676,152,6,1397,Aass Juleol Premium,2,21.36
3676,152,6,1397,Dirty Shirley,1,12.6
3677,169,320,1786,New Glarus Spotted Cow Ale,1,2.71
3677,169,320,1786,Hotdog,3,34.08
3677,169,320,1786,Moosbacher Schwarze Weisse,3,8.94
3677,169,320,1786,Smuttynose Wheat Wine,3,37.71
3678,14,324,1710,Dirty Shirley,1,12.82
3678,14,324,1710,Abita Turbodog,1,11.1
3679,11,268,1590,Ice Tea,2,4.94
3680,89,396,1969,Station House Red Ale,3,28.11
3680,89,396,1969,Left Hand Polestar Pilsner,2,10.74
3680,89,396,1969,Fries,1,10.73
3680,89,396,1969,Hotdog,2,23.42
3681,99,242,1061,Strong Suffolk Vintage Ale,2,16.94
3681,99,242,1061,Left Hand Polestar Pilsner,3,17.43
3682,10,134,1873,Dirty Shirley,1,12.34
3682,10,134,1873,Left Hand Polestar Pilsner,2,10.44
3682,10,134,1873,Fries,1,10.89
3683,83,85,1176,Water,1,6.23
3684,29,51,1359,Engel Gold,2,21.18
3684,29,51,1359,Quail Springs India Pale Ale,2,17.56
3685,190,174,1898,Lakeport Honey Lager,1,7.16
3685,190,174,1898,Spaten Munchen Dunkel,3,14.73
3686,62,15,1080,River Rock Ale,1,4.1
3687,38,32,1444,Hotdog,2,22.96
3687,38,32,1444,Full Sail IPA,2,20.24
3688,197,450,1364,Ice Tea,3,8.04
3689,139,21,1347,Wings,1,12.38
3689,139,21,1347,Rogue Dry Hopped Saint Rogue Red Ale,1,7.64
3690,163,464,1796,Wings,3,38.19
3690,163,464,1796,Boris,3,32.97
3691,178,476,1471,Fries,2,21.02
3691,178,476,1471,Coke,1,6.25
3691,178,476,1471,Boulevard Unfiltered Wheat Beer,2,9.48
3691,178,476,1471,New Glarus Spotted Cow Ale,2,5.4
3692,154,31,1865,Fordham Dunkel Weiss,2,8.88
3692,154,31,1865,Victoria Bitter,3,24.54
3692,154,31,1865,Boulevard Unfiltered Wheat Beer,2,8.08
3692,154,31,1865,Fries,3,31.74
3692,154,31,1865,Coke,3,18.03
3693,167,353,1536,Engel Gold,2,20.56
3694,211,435,2072,Wings,1,12.66
3694,211,435,2072,Cheesburger,3,11.16
3694,211,435,2072,Fried Chocolate Tarantula,1,8.81
3695,209,38,1637,Hotdog,1,11.66
3696,248,435,1279,Old Rasputin Russian Imperial Stout,1,4.95
3696,248,435,1279,Water,3,18.3
3697,241,98,1849,Ice Tea,3,6.57
3697,241,98,1849,Drake's Expedition Ale,2,10.58
3697,241,98,1849,Sundance Amber Ale,1,6.19
3697,241,98,1849,Hotdog,1,11.48
3697,241,98,1849,Water,2,13.56
3698,205,270,1662,Hops Clearwater Light,1,3.46
3698,205,270,1662,Ice Tea,1,2.79
3698,205,270,1662,Water,1,6.37
3699,19,323,1699,SweetWater Summer Hummer,1,2.95
3699,19,323,1699,New Glarus Spotted Cow Ale,2,5.52
3699,19,323,1699,Wings,3,37.62
3699,19,323,1699,Coke,3,19.89
3699,19,323,1699,Cheesburger,1,3.13
3700,170,418,2066,Coke,1,6.9
3700,170,418,2066,SweetWater Summer Hummer,1,2.72
3700,170,418,2066,Old Rasputin Russian Imperial Stout,2,8.16
3701,244,33,924,Wings,2,25.14
3701,244,33,924,Quail Springs India Pale Ale,2,16.52
3701,244,33,924,New Glarus Two Women New,3,34.98
3702,37,372,1606,Fred,2,19.84
3702,37,372,1606,Cheesburger,2,6.56
3702,37,372,1606,Station House Red Ale,1,9.18
3702,37,372,1606,Boris,1,10.63
3703,152,290,1446,Tripel Karmeliet,1,3.6
3703,152,290,1446,Dirty Shirley,1,12.6
3703,152,290,1446,St Peter's Wheat Ale,1,10.48
3703,152,290,1446,Aass Juleol Premium,2,21.36
3704,137,382,1219,Water,2,12.5
3704,137,382,1219,Fried Chocolate Tarantula,3,24.42
3704,137,382,1219,Miller High Life Light,2,10.34
3705,120,157,1179,Sundance Amber Ale,2,13.7
3705,120,157,1179,Water,3,18.42
3706,117,126,1385,Boddingtons Pub Ale,3,20.67
3707,6,112,1208,Full Sail IPA,3,31.29
3707,6,112,1208,Water,2,13.48
3707,6,112,1208,Old Milwaukee,3,37.38
3707,6,112,1208,Fordham Dunkel Weiss,1,4.03
3707,6,112,1208,Hotdog,2,23.58
3708,151,376,1395,Cheesburger,1,3.43
3708,151,376,1395,Hotdog,3,34.41
3709,62,125,1141,New Glarus Two Women New,1,11.5
3709,62,125,1141,Ice Tea,2,5.56
3710,212,496,1605,Capital Vintage Ale,2,14.84
3710,212,496,1605,Boulevard Unfiltered Wheat Beer,3,12.33
3710,212,496,1605,Ice Tea,1,2.02
3710,212,496,1605,Russian River Blind Pig IPA,3,6.3
3711,59,324,1167,St-Ambroise Oatmeal Stout,1,7.35
3711,59,324,1167,Engel Gold,1,10.32
3712,94,212,1794,Cheesburger,3,10.83
3713,112,407,1537,Dirty Shirley,3,36.84
3713,112,407,1537,Fries,2,21.3
3713,112,407,1537,Coke,1,7.0
3713,112,407,1537,Hotdog,1,11.76
3714,249,294,1643,St-Ambroise Oatmeal Stout,3,21.54
3714,249,294,1643,Fries,3,30.33
3714,249,294,1643,Dirty Shirley,2,25.26
3714,249,294,1643,Wings,3,38.22
3715,33,456,1569,Ice Tea,2,4.44
3715,33,456,1569,Rogue Dry Hopped Saint Rogue Red Ale,1,7.42
3716,105,446,2106,Ice Tea,1,2.99
3716,105,446,2106,Tuppers' Hop Pocket Pils,2,14.52
3716,105,446,2106,Geary's Pale Ale,3,13.35
3716,105,446,2106,Boulevard Unfiltered Wheat Beer,3,14.52
3716,105,446,2106,Wings,1,12.83
3717,63,111,2072,Strongarm Ruby Red Ale,3,7.74
3717,63,111,2072,Ice Tea,2,4.36
3718,199,270,1316,Wings,3,38.67
3719,80,411,2060,Coke,3,20.64
3720,179,46,1400,Cheesburger,3,9.27
3720,179,46,1400,Coke,1,6.11
3720,179,46,1400,Fries,3,31.29
3721,229,497,1270,Coke,3,19.59
3721,229,497,1270,Spaten Munchen Dunkel,2,9.78
3721,229,497,1270,New Glarus Two Women New,3,35.73
3722,244,222,1526,Wings,1,12.57
3722,244,222,1526,Quail Springs India Pale Ale,3,24.78
3722,244,222,1526,New Glarus Two Women New,1,11.66
3723,151,198,1572,Abita Turbodog,1,11.84
3724,13,493,1522,Quail Springs India Pale Ale,3,25.53
3724,13,493,1522,Water,3,18.12
3724,13,493,1522,Moosbacher Schwarze Weisse,1,2.58
3724,13,493,1522,Hotdog,1,11.65
3725,211,417,1694,Cheesburger,1,3.72
3725,211,417,1694,Coke,2,13.54
3725,211,417,1694,River Rock Ale,2,9.66
3725,211,417,1694,Geary's Pale Ale,1,4.48
3726,57,378,1447,Water,3,19.77
3727,95,197,1481,Hotdog,1,11.19
3727,95,197,1481,Tripel Karmeliet,1,3.84
3728,236,148,1205,Wings,2,24.94
3728,236,148,1205,Coke,3,20.58
3728,236,148,1205,Dirty Shirley,1,12.58
3729,219,415,1404,Fries,1,10.79
3729,219,415,1404,Tripel Karmeliet,2,7.76
3729,219,415,1404,Pepsi,2,4.82
3730,96,35,1764,BridgePort India Pale Ale,1,7.67
3730,96,35,1764,River Rock Ale,1,4.56
3730,96,35,1764,Spaten Munchen Dunkel,1,4.7
3730,96,35,1764,Abita Turbodog,3,35.31
3731,201,120,1985,Point Horizon Wheat,2,22.84
3731,201,120,1985,Dirty Shirley,3,37.44
3731,201,120,1985,Hotdog,3,34.26
3731,201,120,1985,Old Rasputin Russian Imperial Stout,1,4.12
3732,10,432,1807,Dirty Shirley,1,12.34
3732,10,432,1807,Left Hand Polestar Pilsner,3,15.66
3732,10,432,1807,Pepsi,1,2.08
3732,10,432,1807,Fries,2,21.78
3733,224,410,1731,Station House Red Ale,1,9.01
3733,224,410,1731,Ice Tea,3,8.82
3734,45,51,2059,Full Sail IPA,1,10.38
3734,45,51,2059,Drake's Expedition Ale,1,5.37
3735,82,90,1326,Drake's Expedition Ale,2,10.9
3735,82,90,1326,Fordham Dunkel Weiss,1,4.98
3735,82,90,1326,Wings,2,24.2
3735,82,90,1326,Tuppers' Hop Pocket Pils,1,7.77
3736,240,362,1511,Tripel Karmeliet,3,10.65
3736,240,362,1511,Ice Tea,2,4.74
3736,240,362,1511,Dirty Shirley,2,24.36
3736,240,362,1511,Wings,1,12.5
3737,178,351,1765,Boulevard Unfiltered Wheat Beer,1,4.74
3737,178,351,1765,New Glarus Spotted Cow Ale,3,8.1
3737,178,351,1765,Fries,3,31.53
3737,178,351,1765,Coke,3,18.75
3738,223,442,2163,Boulevard Unfiltered Wheat Beer,2,9.62
3738,223,442,2163,Xingu Black Beer,1,8.56
3738,223,442,2163,Ice Tea,2,5.12
3738,223,442,2163,Quail Springs India Pale Ale,3,24.12
3738,223,442,2163,Hotdog,2,22.74
3739,12,141,1474,Capital Vintage Ale,3,22.77
3739,12,141,1474,Strong Suffolk Vintage Ale,3,26.04
3740,230,234,1773,Boulevard Unfiltered Wheat Beer,1,4.93
3740,230,234,1773,Fries,3,31.5
3740,230,234,1773,Ice Tea,2,5.64
3741,47,69,1712,Fried Chocolate Tarantula,3,24.69
3741,47,69,1712,Quail Springs India Pale Ale,2,17.7
3742,80,90,1420,Rogue Dry Hopped Saint Rogue Red Ale,3,21.69
3742,80,90,1420,Coke,2,13.76
3743,17,314,1173,Miller High Life Light,1,5.04
3743,17,314,1173,Fried Chocolate Tarantula,3,26.82
3744,59,142,2066,Pepsi,2,5.72
3744,59,142,2066,St-Ambroise Oatmeal Stout,2,14.7
3744,59,142,2066,Tripel Karmeliet,1,3.8
3744,59,142,2066,Ice Tea,2,5.4
3744,59,142,2066,Old Milwaukee,2,25.18
3745,91,256,1226,Pepsi,2,5.9
3746,85,12,1612,Old Rasputin Russian Imperial Stout,1,4.85
3746,85,12,1612,Coke,1,6.61
3746,85,12,1612,Hotdog,3,33.57
3747,128,90,1170,Lakeport Honey Lager,1,7.4
3747,128,90,1170,Fred,3,29.85
3747,128,90,1170,Pinstripe Red Ale,2,19.7
3747,128,90,1170,Hotdog,3,33.87
3748,208,462,1724,Fries,2,21.54
3749,167,72,1330,Engel Gold,3,30.84
3750,196,447,1172,Fried Chocolate Tarantula,2,17.8
3750,196,447,1172,Aass Juleol Premium,1,10.45
3750,196,447,1172,Wings,3,38.64
3751,51,268,1964,Cheesburger,2,6.48
3751,51,268,1964,Capital Vintage Ale,2,15.46
3751,51,268,1964,Geary's Pale Ale,1,4.9
3751,51,268,1964,Lakefront Bridge Burner,3,35.37
3752,166,159,1296,Cheesburger,1,3.41
3752,166,159,1296,Wings,2,24.96
3753,167,119,1692,Engel Gold,3,30.84
3754,106,441,2041,Rogue Dry Hopped Saint Rogue Red Ale,2,14.62
3754,106,441,2041,Old Milwaukee,1,12.49
3755,156,332,1220,Fries,3,30.33
3755,156,332,1220,Boddingtons Pub Ale,2,12.16
3755,156,332,1220,New Glarus Spotted Cow Ale,1,2.7
3755,156,332,1220,Strong Suffolk Vintage Ale,1,8.53
3756,29,491,1244,Engel Gold,2,21.18
3756,29,491,1244,Quail Springs India Pale Ale,2,17.56
3757,67,366,1826,Old Milwaukee,1,12.81
3758,232,64,1840,Coke,1,6.5
3758,232,64,1840,Station House Red Ale,3,27.81
3759,193,223,1920,Boddingtons Pub Ale,2,12.84
3759,193,223,1920,Water,2,13.94
3759,193,223,1920,Tripel Karmeliet,3,10.83
3759,193,223,1920,Victoria Bitter,3,24.66
3760,217,237,1102,St-Ambroise Oatmeal Stout,1,7.63
3760,217,237,1102,Saint Arnold Brown Ale,3,15.0
3760,217,237,1102,Full Sail IPA,3,31.35
3760,217,237,1102,Fred,2,18.28
3761,140,383,1695,Coke,3,19.5
3761,140,383,1695,Russian River Blind Pig IPA,2,5.5
3761,140,383,1695,Capital Vintage Ale,1,7.15
3762,102,24,918,Victoria Bitter,3,25.11
3762,102,24,918,Quail Springs India Pale Ale,2,16.04
3763,175,213,1960,Lakefront Bridge Burner,3,35.76
3763,175,213,1960,Hotdog,1,11.02
3764,225,344,1473,Fried Chocolate Tarantula,3,26.22
3764,225,344,1473,Dirty Shirley,1,12.97
3764,225,344,1473,Water,3,19.32
3765,42,288,1584,Dirty Shirley,3,36.45
3765,42,288,1584,Wings,3,36.09
3766,154,154,1522,Fries,1,10.58
3766,154,154,1522,Fordham Dunkel Weiss,2,8.88
3767,15,451,2087,Fries,2,20.26
3767,15,451,2087,Pepsi,3,7.53
3767,15,451,2087,Wings,3,37.44
3767,15,451,2087,Ice Tea,2,4.84
3768,38,434,1870,Full Sail IPA,3,30.36
3769,130,325,1812,Ice Tea,3,8.13
3769,130,325,1812,Southern Pecan Brown ale,1,3.4
3769,130,325,1812,Saint Arnold Brown Ale,3,15.54
3770,224,327,1592,Hotdog,1,11.37
3770,224,327,1592,Ice Tea,3,8.82
3770,224,327,1592,Station House Red Ale,3,27.03
3771,23,130,1388,River Rock Ale,3,12.93
3771,23,130,1388,Pepsi,2,5.94
3771,23,130,1388,Wings,2,25.6
3772,216,53,2086,Dirty Shirley,1,12.52
3773,163,476,1431,BridgePort India Pale Ale,2,14.36
3773,163,476,1431,Fordham Dunkel Weiss,3,14.76
3774,29,185,1610,Engel Gold,2,21.18
3774,29,185,1610,Quail Springs India Pale Ale,1,8.78
3775,135,160,953,Fried Chocolate Tarantula,1,8.47
3776,102,407,1927,Victoria Bitter,3,25.11
3776,102,407,1927,Quail Springs India Pale Ale,2,16.04
3777,152,172,1104,St Peter's Wheat Ale,1,10.48
3777,152,172,1104,Dirty Shirley,3,37.8
3777,152,172,1104,Tripel Karmeliet,1,3.6
3778,141,277,1475,Xingu Black Beer,2,16.38
3778,141,277,1475,St-Ambroise Oatmeal Stout,1,7.66
3779,180,303,1186,Fries,2,21.8
3779,180,303,1186,Strong Suffolk Vintage Ale,2,16.36
3780,188,195,1146,Capital Maibock,2,21.62
3780,188,195,1146,Dirty Shirley,2,25.82
3780,188,195,1146,Fried Chocolate Tarantula,3,24.27
3780,188,195,1146,Hops Clearwater Light,3,9.27
3781,179,375,1456,Widmer Snowplow Milk Stout,1,11.67
3781,179,375,1456,Coke,1,6.11
3782,154,411,1476,Fordham Dunkel Weiss,3,13.32
3782,154,411,1476,Boulevard Unfiltered Wheat Beer,2,8.08
3782,154,411,1476,Fries,1,10.58
3783,93,191,1721,Fried Chocolate Tarantula,3,24.54
3783,93,191,1721,Steamworks Summer Kolsch,3,17.58
3784,178,470,904,Fries,2,21.02
3785,74,68,1389,River Rock Ale,3,12.39
3785,74,68,1389,Fries,2,20.72
3785,74,68,1389,Fried Chocolate Tarantula,1,8.96
3785,74,68,1389,Abita Wheat,2,9.16
3786,244,378,1256,New Glarus Two Women New,2,23.32
3786,244,378,1256,Quail Springs India Pale Ale,1,8.26
3786,244,378,1256,Wings,1,12.57
3787,144,166,1523,Coke,1,6.6
3787,144,166,1523,Ice Tea,1,2.65
3787,144,166,1523,Strongarm Ruby Red Ale,1,2.06
3787,144,166,1523,Fried Chocolate Tarantula,1,8.96
3788,93,144,1655,Fried Chocolate Tarantula,3,24.54
3788,93,144,1655,Steamworks Summer Kolsch,1,5.86
3789,111,252,1714,Cheesburger,3,11.01
3789,111,252,1714,Widmer Snowplow Milk Stout,3,35.79
3789,111,252,1714,Russian River Blind Pig IPA,2,4.98
3789,111,252,1714,Southern Pecan Brown ale,3,11.79
3789,111,252,1714,Drake's Expedition Ale,3,16.56
3790,249,387,1988,St-Ambroise Oatmeal Stout,2,14.36
3790,249,387,1988,Fries,3,30.33
3790,249,387,1988,Dirty Shirley,1,12.63
3790,249,387,1988,Wings,1,12.74
3791,88,147,2119,St Peter's Wheat Ale,1,10.24
3791,88,147,2119,SweetWater Summer Hummer,3,7.71
3792,8,346,1003,New Glarus Spotted Cow Ale,3,6.9
3792,8,346,1003,Coke,2,13.06
3793,221,298,1246,Water,3,18.03
3793,221,298,1246,Fordham Dunkel Weiss,2,8.56
3793,221,298,1246,Fried Chocolate Tarantula,1,8.14
3793,221,298,1246,Dirty Shirley,3,37.02
3793,221,298,1246,Capital Vintage Ale,1,7.6
3794,97,334,1359,Pepsi,3,6.72
3794,97,334,1359,Fries,2,21.44
3795,4,146,2018,Tripel Karmeliet,3,10.89
3795,4,146,2018,Southern Pecan Brown ale,1,3.63
3795,4,146,2018,Wings,2,25.78
3796,121,29,1616,Dirty Shirley,1,12.13
3796,121,29,1616,Cheesburger,3,11.22
3796,121,29,1616,Coke,3,20.88
3796,121,29,1616,Ice Tea,2,4.24
3797,146,271,1746,Dirty Shirley,1,12.89
3797,146,271,1746,Moosbacher Schwarze Weisse,1,2.75
3797,146,271,1746,Left Hand Black Jack Porter,2,5.06
3798,42,204,1126,Hotdog,2,23.46
3799,221,451,1990,Southern Pecan Brown ale,2,6.46
3799,221,451,1990,Dirty Shirley,3,37.02
3800,244,121,946,New Glarus Two Women New,1,11.66
3800,244,121,946,Wings,2,25.14
3800,244,121,946,Quail Springs India Pale Ale,1,8.26
3801,234,325,1372,Coke,2,12.46
3802,65,441,1368,Coke,3,18.78
3802,65,441,1368,SweetWater Summer Hummer,3,8.13
3802,65,441,1368,Dirty Shirley,1,12.94
3802,65,441,1368,Water,2,12.1
3803,216,106,1084,Dirty Shirley,2,25.04
3804,52,326,1526,Dirty Shirley,1,12.49
3804,52,326,1526,Fried Chocolate Tarantula,2,17.22
3804,52,326,1526,Cheesburger,2,6.32
3805,104,427,1313,Water,3,20.25
3805,104,427,1313,Old Rasputin Russian Imperial Stout,3,13.71
3805,104,427,1313,Abita Wheat,1,4.64
3806,62,338,1711,Ice Tea,1,2.78
3807,29,235,1244,Engel Gold,1,10.59
3807,29,235,1244,Quail Springs India Pale Ale,1,8.78
3808,163,135,1615,Wings,3,38.19
3808,163,135,1615,BridgePort India Pale Ale,2,14.36
3808,163,135,1615,Boris,1,10.99
3809,65,240,1862,SweetWater Summer Hummer,3,8.13
3810,227,44,1359,SweetWater Summer Hummer,2,5.6
3811,72,304,1786,Fordham Dunkel Weiss,1,4.92
3812,100,177,1473,Dirty Shirley,1,12.85
3812,100,177,1473,St Peter's Wheat Ale,2,20.42
3812,100,177,1473,Cheesburger,2,6.76
3813,31,36,1135,Dirty Shirley,3,38.16
3813,31,36,1135,Pinstripe Red Ale,3,28.05
3814,207,46,1492,Southern Pecan Brown ale,1,3.39
3814,207,46,1492,Fries,1,10.76
3814,207,46,1492,Ice Tea,1,2.03
3814,207,46,1492,Water,1,6.12
3815,148,236,1729,Sundance Amber Ale,1,6.23
3815,148,236,1729,Wings,3,37.86
3815,148,236,1729,Coke,1,6.08
3816,133,4,1422,Cheesburger,3,11.7
3818,156,234,1491,Fries,1,10.11
3818,156,234,1491,Strong Suffolk Vintage Ale,3,25.59
3818,156,234,1491,New Glarus Spotted Cow Ale,1,2.7
3819,39,384,1543,Point Horizon Wheat,2,22.8
3819,39,384,1543,Dirty Shirley,3,36.03
3819,39,384,1543,Miller High Life Light,1,5.61
3819,39,384,1543,Boris,3,31.17
3819,39,384,1543,Pepsi,3,7.83
3820,19,403,1364,Cheesburger,3,9.39
3820,19,403,1364,New Glarus Spotted Cow Ale,1,2.76
3821,150,443,1990,Fries,3,30.96
3821,150,443,1990,Wings,1,12.47
3821,150,443,1990,Capital Vintage Ale,3,22.65
3822,22,191,1429,Fries,1,10.99
3822,22,191,1429,Fried Chocolate Tarantula,2,16.66
3822,22,191,1429,Cheesburger,2,6.7
3822,22,191,1429,Dirty Shirley,2,25.56
3823,21,450,1734,Boris,1,10.35
3823,21,450,1734,Pepsi,1,2.14
3823,21,450,1734,Water,2,12.1
3823,21,450,1734,Strong Suffolk Vintage Ale,3,26.91
3823,21,450,1734,Point Horizon Wheat,2,22.82
3824,56,173,1365,Old Rasputin Russian Imperial Stout,3,14.91
3825,209,457,1442,Tuppers' Hop Pocket Pils,3,21.72
3825,209,457,1442,New Glarus Two Women New,1,11.08
3825,209,457,1442,Hotdog,2,23.32
3826,148,496,1351,Sundance Amber Ale,3,18.69
3827,161,483,1562,Capital Vintage Ale,2,15.2
3827,161,483,1562,Left Hand Black Jack Porter,3,7.5
3827,161,483,1562,Hotdog,1,11.83
3827,161,483,1562,Cheesburger,2,7.8
3828,163,276,1741,Wings,1,12.73
3828,163,276,1741,Boris,1,10.99
3829,242,59,1746,Hitachino Nest Weizen,1,5.6
3829,242,59,1746,River Rock Ale,1,4.48
3830,49,219,1628,Ice Tea,1,2.51
3830,49,219,1628,Fries,3,31.95
3830,49,219,1628,Fried Chocolate Tarantula,1,8.14
3831,19,56,1865,New Glarus Spotted Cow Ale,3,8.28
3832,201,383,1563,Old Milwaukee,3,38.55
3832,201,383,1563,Dirty Shirley,1,12.48
3832,201,383,1563,Fries,1,10.67
3833,42,286,1890,Dirty Shirley,3,36.45
3834,201,49,1952,Point Horizon Wheat,3,34.26
3834,201,49,1952,Fries,3,32.01
3834,201,49,1952,Hotdog,2,22.84
3835,32,349,1566,Cheesburger,1,3.17
3835,32,349,1566,Russian River Blind Pig IPA,3,7.35
3835,32,349,1566,Boris,3,30.57
3836,174,238,1964,New Glarus Spotted Cow Ale,1,2.96
3836,174,238,1964,Coke,2,13.3
3836,174,238,1964,Fried Chocolate Tarantula,2,17.12
3837,130,120,1530,Ice Tea,1,2.71
3837,130,120,1530,Southern Pecan Brown ale,3,10.2
3837,130,120,1530,Saint Arnold Brown Ale,3,15.54
3838,229,282,1386,Spaten Munchen Dunkel,1,4.89
3838,229,282,1386,Coke,2,13.06
3838,229,282,1386,Fried Chocolate Tarantula,2,17.78
3838,229,282,1386,New Glarus Two Women New,1,11.91
3838,229,282,1386,Dirty Shirley,2,24.9
3839,22,79,1720,Cheesburger,3,10.05
3839,22,79,1720,Fried Chocolate Tarantula,2,16.66
3839,22,79,1720,Dirty Shirley,3,38.34
3840,112,395,1644,Fries,1,10.65
3841,27,478,1635,Ice Tea,1,2.96
3841,27,478,1635,Pepsi,3,7.98
3842,195,363,1758,Old Milwaukee,3,38.67
3843,37,351,1475,Cheesburger,1,3.28
3843,37,351,1475,Fred,3,29.76
3843,37,351,1475,Boris,3,31.89
3844,159,209,1480,St-Ambroise Oatmeal Stout,3,21.54
3845,23,96,2187,Pepsi,1,2.97
3845,23,96,2187,River Rock Ale,2,8.62
3845,23,96,2187,Wings,2,25.6
3846,68,423,1798,Xingu Black Beer,2,17.34
3846,68,423,1798,Pepsi,2,5.2
3847,75,51,1707,Water,2,12.12
3847,75,51,1707,Pepsi,1,2.93
3848,10,388,1879,Pepsi,3,6.24
3848,10,388,1879,Left Hand Polestar Pilsner,2,10.44
3848,10,388,1879,Fries,3,32.67
3848,10,388,1879,Dirty Shirley,1,12.34
3849,198,394,1375,Wings,2,25.12
3849,198,394,1375,Hotdog,3,34.41
3850,197,494,1267,Ice Tea,2,5.36
3851,90,366,1004,Water,1,6.59
3851,90,366,1004,Strongarm Ruby Red Ale,1,2.67
3852,63,161,1350,Dirty Shirley,3,38.25
3852,63,161,1350,Strongarm Ruby Red Ale,1,2.58
3853,189,451,1333,Capital Maibock,2,21.34
3853,189,451,1333,Pepsi,1,2.94
3854,52,364,1246,Cheesburger,2,6.32
3854,52,364,1246,Dirty Shirley,3,37.47
3854,52,364,1246,Fried Chocolate Tarantula,3,25.83
3855,86,386,1790,Fries,2,20.6
3856,203,28,1816,Fried Chocolate Tarantula,2,16.7
3857,26,113,1713,Fried Chocolate Tarantula,3,25.53
