tid,BarId,DrinkerId,SubTotal,Tax,Tip,Total
4308,208,449,21.54,1.51,4.31,27.36
4309,74,192,8.96,0.63,1.79,11.38
4310,218,148,16.92,1.18,3.38,21.48
4311,188,254,3.09,0.22,0.62,3.93
4312,104,155,6.75,0.47,1.35,8.57
4313,116,340,9.2,0.64,1.84,11.68
4314,209,128,22.16,1.55,4.43,28.14
4315,1,462,32.28,2.26,6.46,41.0
4316,222,309,2.78,0.19,0.56,3.53
4317,69,439,2.43,0.17,0.49,3.09
4318,73,370,12.12,0.85,2.42,15.39
4319,59,368,3.8,0.27,0.76,4.83
4320,33,213,22.26,1.56,4.45,28.27
4321,31,500,28.05,1.96,5.61,35.62
4322,13,449,2.58,0.18,0.52,3.28
4323,172,27,12.42,0.87,2.48,15.77
4324,154,421,12.02,0.84,2.4,15.26
4325,60,398,17.16,1.2,3.43,21.79
4326,35,440,10.56,0.74,2.11,13.41
4327,227,447,6.62,0.46,1.32,8.4
4328,137,226,12.5,0.88,2.5,15.88
4329,5,369,31.29,2.19,6.26,39.74
4330,83,86,18.69,1.31,3.74,23.74
4331,84,401,4.48,0.31,0.9,5.69
4332,45,288,6.88,0.48,1.38,8.74
4333,78,408,19.82,1.39,3.96,25.17
4334,173,187,8.79,0.62,1.76,11.17
4335,30,92,2.04,0.14,0.41,2.59
4336,94,388,2.93,0.21,0.59,3.73
4337,71,171,26.01,1.82,5.2,33.03
4338,211,264,13.44,0.94,2.69,17.07
4339,204,17,11.25,0.79,2.25,14.29
4340,97,388,32.16,2.25,6.43,40.84
4341,107,195,2.03,0.14,0.41,2.58
4342,52,457,12.49,0.87,2.5,15.86
4343,40,128,24.96,1.75,4.99,31.7
4344,218,410,25.66,1.8,5.13,32.59
4345,19,34,13.26,0.93,2.65,16.84
4346,210,255,25.78,1.8,5.16,32.74
4347,103,339,24.5,1.72,4.9,31.12
4348,140,220,14.3,1.0,2.86,18.16
4349,229,483,26.67,1.87,5.33,33.87
4350,247,246,9.67,0.68,1.93,12.28
4351,152,61,12.6,0.88,2.52,16.0
4352,58,77,12.01,0.84,2.4,15.25
4353,117,27,22.78,1.59,4.56,28.93
4354,79,482,13.56,0.95,2.71,17.22
4355,25,483,4.25,0.3,0.85,5.4
4356,140,114,21.45,1.5,4.29,27.24
4357,134,154,17.0,1.19,3.4,21.59
4358,148,493,6.08,0.43,1.22,7.73
4359,64,434,11.48,0.8,2.3,14.58
4360,50,496,16.6,1.16,3.32,21.08
4361,106,161,12.49,0.87,2.5,15.86
4362,63,491,2.18,0.15,0.44,2.77
4363,41,422,9.82,0.69,1.96,12.47
4364,43,453,13.6,0.95,2.72,17.27
4365,113,271,5.63,0.39,1.13,7.15
4366,228,252,14.37,1.01,2.87,18.25
4367,160,107,7.8,0.55,1.56,9.91
4368,236,261,13.72,0.96,2.74,17.42
4369,143,13,36.45,2.55,7.29,46.29
4370,214,272,24.22,1.7,4.84,30.76
4371,14,106,38.46,2.69,7.69,48.84
4372,125,256,8.23,0.58,1.65,10.46
4373,194,202,9.74,0.68,1.95,12.37
4374,130,459,5.18,0.36,1.04,6.58
4375,192,324,6.47,0.45,1.29,8.21
4376,177,2,11.2,0.78,2.24,14.22
4377,92,191,24.4,1.71,4.88,30.99
4378,71,480,12.84,0.9,2.57,16.31
4379,11,36,2.49,0.17,0.5,3.16
4380,41,103,12.36,0.87,2.47,15.7
4381,72,78,12.25,0.86,2.45,15.56
4382,116,123,9.2,0.64,1.84,11.68
4383,249,78,30.33,2.12,6.07,38.52
4384,140,122,21.45,1.5,4.29,27.24
4385,149,152,37.53,2.63,7.51,47.67
4386,148,3,6.08,0.43,1.22,7.73
4387,248,128,9.9,0.69,1.98,12.57
4388,233,240,10.32,0.72,2.06,13.1
4389,95,164,11.52,0.81,2.3,14.63
4390,186,316,4.26,0.3,0.85,5.41
4391,138,409,23.34,1.63,4.67,29.64
4392,195,308,12.89,0.9,2.58,16.37
4393,186,369,5.47,0.38,1.09,6.94
4394,86,30,4.78,0.33,0.96,6.07
4395,218,278,21.42,1.5,4.28,27.2
4396,236,179,6.86,0.48,1.37,8.71
4397,31,312,12.92,0.9,2.58,16.4
4398,54,497,21.63,1.51,4.33,27.47
4399,163,351,25.46,1.78,5.09,32.33
4400,20,290,20.79,1.46,4.16,26.41
4401,98,206,4.68,0.33,0.94,5.95
4402,84,295,4.09,0.29,0.82,5.2
4403,19,256,3.13,0.22,0.63,3.98
4404,57,350,9.86,0.69,1.97,12.52
4405,89,175,11.71,0.82,2.34,14.87
4406,29,39,31.77,2.22,6.35,40.34
4407,191,335,18.42,1.29,3.68,23.39
4408,153,146,5.69,0.4,1.14,7.23
4409,195,247,25.78,1.8,5.16,32.74
4410,186,405,13.04,0.91,2.61,16.56
4411,142,109,10.65,0.75,2.13,13.53
4412,124,321,12.39,0.87,2.48,15.74
4413,149,132,6.22,0.44,1.24,7.9
4414,94,233,7.22,0.51,1.44,9.17
4415,34,190,14.28,1.0,2.86,18.14
4416,69,253,6.07,0.42,1.21,7.7
4417,201,334,30.75,2.15,6.15,39.05
4418,52,437,3.16,0.22,0.63,4.01
4419,184,142,26.67,1.87,5.33,33.87
4420,51,36,10.56,0.74,2.11,13.41
4421,21,304,10.35,0.72,2.07,13.14
4422,129,60,12.38,0.87,2.48,15.73
4423,37,50,10.63,0.74,2.13,13.5
4424,21,107,22.82,1.6,4.56,28.98
4425,191,137,21.5,1.51,4.3,27.31
4426,33,446,7.42,0.52,1.48,9.42
4427,186,115,10.94,0.77,2.19,13.9
4428,249,11,25.48,1.78,5.1,32.36
4429,212,252,8.22,0.58,1.64,10.44
4430,81,397,6.96,0.49,1.39,8.84
4431,140,33,7.15,0.5,1.43,9.08
4432,207,363,12.24,0.86,2.45,15.55
4433,95,114,8.6,0.6,1.72,10.92
4434,122,73,17.14,1.2,3.43,21.77
4435,26,229,17.02,1.19,3.4,21.61
4436,33,352,2.22,0.16,0.44,2.82
4437,211,381,20.31,1.42,4.06,25.79
4438,184,152,17.78,1.24,3.56,22.58
4439,32,64,8.37,0.59,1.67,10.63
4440,164,482,27.48,1.92,5.5,34.9
4441,152,36,21.36,1.5,4.27,27.13
4442,249,310,10.11,0.71,2.02,12.84
4443,71,498,7.77,0.54,1.55,9.86
4444,140,234,19.5,1.37,3.9,24.77
4445,84,39,8.18,0.57,1.64,10.39
4446,54,499,7.34,0.51,1.47,9.32
4447,40,126,4.52,0.32,0.9,5.74
4448,222,15,38.46,2.69,7.69,48.84
4449,14,476,33.3,2.33,6.66,42.29
4450,218,247,9.34,0.65,1.87,11.86
4451,77,462,10.98,0.77,2.2,13.95
4452,60,256,12.24,0.86,2.45,15.55
4453,205,20,19.11,1.34,3.82,24.27
4454,248,428,9.9,0.69,1.98,12.57
4455,248,247,14.85,1.04,2.97,18.86
4456,43,380,24.9,1.74,4.98,31.62
4457,17,235,17.88,1.25,3.58,22.71
4458,52,404,37.47,2.62,7.49,47.58
4459,28,176,21.0,1.47,4.2,26.67
4460,151,41,11.47,0.8,2.29,14.56
4461,149,134,6.22,0.44,1.24,7.9
4462,230,145,2.82,0.2,0.56,3.58
4463,99,149,8.47,0.59,1.69,10.75
4464,21,126,8.64,0.6,1.73,10.97
4465,237,115,2.11,0.15,0.42,2.68
4466,25,14,20.01,1.4,4.0,25.41
4467,237,74,6.33,0.44,1.27,8.04
4468,181,459,33.15,2.32,6.63,42.1
4469,121,280,3.74,0.26,0.75,4.75
4470,207,249,32.28,2.26,6.46,41.0
4471,24,411,21.93,1.54,4.39,27.86
4472,212,243,14.84,1.04,2.97,18.85
4473,56,180,16.26,1.14,3.25,20.65
4474,84,405,4.48,0.31,0.9,5.69
4475,187,361,10.13,0.71,2.03,12.87
4476,234,282,24.45,1.71,4.89,31.05
4477,8,273,2.3,0.16,0.46,2.92
4478,177,126,20.5,1.44,4.1,26.04
4479,240,69,25.0,1.75,5.0,31.75
4480,211,282,10.7,0.75,2.14,13.59
4481,62,335,8.2,0.57,1.64,10.41
4482,93,351,17.66,1.24,3.53,22.43
4483,223,387,11.37,0.8,2.27,14.44
4484,96,225,7.67,0.54,1.53,9.74
4485,116,126,27.6,1.93,5.52,35.05
4486,213,419,15.14,1.06,3.03,19.23
4487,119,133,4.88,0.34,0.98,6.2
4488,128,290,20.72,1.45,4.14,26.31
4489,5,330,10.43,0.73,2.09,13.25
4490,137,342,10.34,0.72,2.07,13.13
4491,69,124,6.07,0.42,1.21,7.7
4492,92,238,8.17,0.57,1.63,10.37
4493,110,383,16.04,1.12,3.21,20.37
4494,38,350,34.44,2.41,6.89,43.74
4495,56,67,30.0,2.1,6.0,38.1
4496,244,164,25.14,1.76,5.03,31.93
4497,40,319,6.78,0.47,1.36,8.61
4498,141,361,15.32,1.07,3.06,19.45
4499,145,228,24.24,1.7,4.85,30.79
4500,188,333,16.18,1.13,3.24,20.55
4501,210,318,6.56,0.46,1.31,8.33
4502,154,143,8.18,0.57,1.64,10.39
4503,56,133,10.0,0.7,2.0,12.7
4504,119,407,33.84,2.37,6.77,42.98
4505,1,67,10.76,0.75,2.15,13.66
4506,116,346,27.6,1.93,5.52,35.05
4507,227,411,7.17,0.5,1.43,9.1
4508,87,78,31.32,2.19,6.26,39.77
4509,84,266,2.1,0.15,0.42,2.67
4510,73,262,34.65,2.43,6.93,44.01
4511,35,369,23.6,1.65,4.72,29.97
4512,54,461,34.86,2.44,6.97,44.27
4513,67,237,5.86,0.41,1.17,7.44
4514,178,151,2.7,0.19,0.54,3.43
4515,53,90,12.82,0.9,2.56,16.28
4516,124,265,24.78,1.73,4.96,31.47
4517,151,77,10.29,0.72,2.06,13.07
4518,73,490,20.5,1.44,4.1,26.04
4519,123,387,20.42,1.43,4.08,25.93
4520,102,491,8.37,0.59,1.67,10.63
4521,228,313,12.35,0.86,2.47,15.68
4522,59,158,37.77,2.64,7.55,47.96
4523,89,251,10.73,0.75,2.15,13.63
4524,95,378,12.9,0.9,2.58,16.38
4525,235,489,12.97,0.91,2.59,16.47
4526,110,144,32.28,2.26,6.46,41.0
4527,43,437,37.35,2.61,7.47,47.43
4528,116,478,9.2,0.64,1.84,11.68
4529,248,290,4.95,0.35,0.99,6.29
4530,115,436,20.88,1.46,4.18,26.52
4531,77,173,5.49,0.38,1.1,6.97
4532,145,319,14.0,0.98,2.8,17.78
4533,186,455,19.56,1.37,3.91,24.84
4534,166,461,24.96,1.75,4.99,31.7
4535,79,143,6.07,0.42,1.21,7.7
4536,142,342,7.1,0.5,1.42,9.02
4537,87,219,20.88,1.46,4.18,26.52
4538,210,467,5.04,0.35,1.01,6.4
4539,80,119,14.46,1.01,2.89,18.36
4540,53,262,33.87,2.37,6.77,43.01
4541,36,200,31.26,2.19,6.25,39.7
4542,21,89,26.91,1.88,5.38,34.17
4543,239,67,12.7,0.89,2.54,16.13
4544,11,43,2.49,0.17,0.5,3.16
4545,177,279,22.54,1.58,4.51,28.63
4546,42,384,12.03,0.84,2.41,15.28
4547,147,137,15.82,1.11,3.16,20.09
4548,224,481,8.82,0.62,1.76,11.2
4549,84,92,4.48,0.31,0.9,5.69
4550,68,72,7.8,0.55,1.56,9.91
4551,67,84,2.12,0.15,0.42,2.69
4552,54,64,12.84,0.9,2.57,16.31
4553,233,370,2.97,0.21,0.59,3.77
4554,241,340,11.48,0.8,2.3,14.58
4555,219,251,11.64,0.81,2.33,14.78
4556,83,444,18.69,1.31,3.74,23.74
4557,146,177,25.78,1.8,5.16,32.74
4558,226,79,7.74,0.54,1.55,9.83
4559,13,228,12.08,0.85,2.42,15.35
4560,217,366,24.5,1.72,4.9,31.12
4561,52,451,6.32,0.44,1.26,8.02
4562,153,424,16.3,1.14,3.26,20.7
4563,50,5,8.79,0.62,1.76,11.17
4564,57,170,13.18,0.92,2.64,16.74
4565,12,444,10.22,0.72,2.04,12.98
4566,83,415,6.23,0.44,1.25,7.92
4567,171,15,8.61,0.6,1.72,10.93
4568,90,430,19.77,1.38,3.95,25.1
4569,177,336,5.62,0.39,1.12,7.13
4570,89,398,16.11,1.13,3.22,20.46
4571,229,445,17.78,1.24,3.56,22.58
4572,195,302,12.89,0.9,2.58,16.37
4573,19,57,8.85,0.62,1.77,11.24
4574,25,229,8.14,0.57,1.63,10.34
4575,121,15,6.96,0.49,1.39,8.84
4576,23,58,5.94,0.42,1.19,7.55
4577,63,499,2.18,0.15,0.44,2.77
4578,66,281,4.84,0.34,0.97,6.15
4579,134,68,24.1,1.69,4.82,30.61
4580,140,390,8.25,0.58,1.65,10.48
4581,209,311,23.32,1.63,4.66,29.61
4582,228,41,24.7,1.73,4.94,31.37
4583,98,88,2.34,0.16,0.47,2.97
4584,45,454,16.11,1.13,3.22,20.46
4585,133,136,3.9,0.27,0.78,4.95
4586,196,498,12.88,0.9,2.58,16.36
4587,207,66,6.09,0.43,1.22,7.74
4588,215,172,9.56,0.67,1.91,12.14
4589,227,207,24.36,1.71,4.87,30.94
4590,9,95,8.84,0.62,1.77,11.23
4591,41,471,9.0,0.63,1.8,11.43
4592,191,359,32.25,2.26,6.45,40.96
4593,208,86,7.39,0.52,1.48,9.39
4594,190,491,14.32,1.0,2.86,18.18
4595,223,237,4.81,0.34,0.96,6.11
4596,204,204,2.35,0.16,0.47,2.98
4597,244,195,24.78,1.73,4.96,31.47
4598,118,147,25.1,1.76,5.02,31.88
4599,206,352,13.72,0.96,2.74,17.42
4600,92,459,2.41,0.17,0.48,3.06
4601,94,433,23.94,1.68,4.79,30.41
4602,200,461,4.16,0.29,0.83,5.28
4603,233,311,7.08,0.5,1.42,9.0
4604,53,28,22.58,1.58,4.52,28.68
4605,133,340,7.8,0.55,1.56,9.91
4606,244,401,8.26,0.58,1.65,10.49
4607,123,318,18.0,1.26,3.6,22.86
4608,221,98,15.2,1.06,3.04,19.3
4609,110,2,11.64,0.81,2.33,14.78
4610,102,479,16.04,1.12,3.21,20.37
4611,216,148,37.56,2.63,7.51,47.7
4612,240,22,25.0,1.75,5.0,31.75
4613,209,1,23.32,1.63,4.66,29.61
4614,40,195,22.78,1.59,4.56,28.93
4615,236,48,25.16,1.76,5.03,31.95
4616,57,153,10.89,0.76,2.18,13.83
4617,95,339,11.1,0.78,2.22,14.1
4618,74,484,10.36,0.73,2.07,13.16
4619,216,329,37.56,2.63,7.51,47.7
4620,165,84,11.87,0.83,2.37,15.07
4621,226,98,33.54,2.35,6.71,42.6
4622,5,235,31.29,2.19,6.26,39.74
4623,214,399,8.94,0.63,1.79,11.36
4624,125,251,4.14,0.29,0.83,5.26
4625,235,197,23.73,1.66,4.75,30.14
4626,100,18,30.63,2.14,6.13,38.9
4627,184,63,3.94,0.28,0.79,5.01
4628,27,335,8.88,0.62,1.78,11.28
4629,198,139,37.68,2.64,7.54,47.86
4630,120,302,13.7,0.96,2.74,17.4
4631,27,323,2.66,0.19,0.53,3.38
4632,99,386,25.41,1.78,5.08,32.27
4633,186,282,2.17,0.15,0.43,2.75
4634,42,191,23.46,1.64,4.69,29.79
4635,71,370,7.77,0.54,1.55,9.86
4636,2,31,6.51,0.46,1.3,8.27
4637,95,449,8.6,0.6,1.72,10.92
4638,153,200,14.26,1.0,2.85,18.11
4639,214,271,8.26,0.58,1.65,10.49
4640,170,219,20.7,1.45,4.14,26.29
4641,163,429,10.99,0.77,2.2,13.96
4642,238,44,2.64,0.18,0.53,3.35
4643,23,347,2.97,0.21,0.59,3.77
4644,157,246,4.32,0.3,0.86,5.48
4645,120,43,6.85,0.48,1.37,8.7
4646,48,118,23.46,1.64,4.69,29.79
4647,188,426,12.91,0.9,2.58,16.39
4648,123,106,10.21,0.71,2.04,12.96
4649,199,393,11.04,0.77,2.21,14.02
4650,84,452,4.09,0.29,0.82,5.2
4651,234,221,8.31,0.58,1.66,10.55
4652,172,114,4.67,0.33,0.93,5.93
4653,56,465,5.3,0.37,1.06,6.73
4654,145,499,7.0,0.49,1.4,8.89
4655,236,109,37.41,2.62,7.48,47.51
4656,132,363,2.11,0.15,0.42,2.68
4657,9,444,6.54,0.46,1.31,8.31
4658,76,89,2.72,0.19,0.54,3.45
4659,37,154,29.76,2.08,5.95,37.79
4660,214,189,16.52,1.16,3.3,20.98
4661,187,224,25.89,1.81,5.18,32.88
4662,200,326,6.24,0.44,1.25,7.93
4663,15,84,4.84,0.34,0.97,6.15
4664,154,469,8.08,0.57,1.62,10.27
4665,142,164,18.03,1.26,3.61,22.9
4666,106,403,5.18,0.36,1.04,6.58
4667,106,273,37.47,2.62,7.49,47.58
4668,74,367,9.16,0.64,1.83,11.63
4669,173,242,2.93,0.21,0.59,3.73
4670,181,459,18.15,1.27,3.63,23.05
4671,179,224,9.27,0.65,1.85,11.77
4672,238,106,17.25,1.21,3.45,21.91
4673,141,257,8.19,0.57,1.64,10.4
4674,168,490,10.73,0.75,2.15,13.63
4675,102,298,16.04,1.12,3.21,20.37
4676,197,202,2.68,0.19,0.54,3.41
4677,40,493,2.26,0.16,0.45,2.87
4678,118,379,6.35,0.44,1.27,8.06
4679,70,487,24.72,1.73,4.94,31.39
4680,173,273,25.84,1.81,5.17,32.82
4681,82,500,23.31,1.63,4.66,29.6
4682,117,181,6.89,0.48,1.38,8.75
4683,168,309,7.83,0.55,1.57,9.95
4684,183,298,34.29,2.4,6.86,43.55
4685,217,132,2.48,0.17,0.5,3.15
4686,24,347,4.49,0.31,0.9,5.7
4687,27,128,2.96,0.21,0.59,3.76
4688,54,210,11.62,0.81,2.32,14.75
4689,233,52,15.48,1.08,3.1,19.66
4690,13,212,25.53,1.79,5.11,32.43
4691,27,3,2.96,0.21,0.59,3.76
4692,55,495,12.67,0.89,2.53,16.09
4693,200,444,4.16,0.29,0.83,5.28
4694,94,119,26.22,1.84,5.24,33.3
4695,177,15,22.4,1.57,4.48,28.45
4696,39,148,10.39,0.73,2.08,13.2
4697,51,222,11.79,0.83,2.36,14.98
4698,205,131,6.37,0.45,1.27,8.09
4699,131,200,8.21,0.57,1.64,10.42
4700,138,456,20.28,1.42,4.06,25.76
4701,142,6,7.1,0.5,1.42,9.02
4702,185,67,36.84,2.58,7.37,46.79
4703,180,2,10.9,0.76,2.18,13.84
4704,97,163,6.65,0.47,1.33,8.45
4705,40,290,22.78,1.59,4.56,28.93
4706,52,12,25.83,1.81,5.17,32.81
4707,206,414,16.36,1.15,3.27,20.78
4708,176,17,7.38,0.52,1.48,9.38
4709,167,432,30.84,2.16,6.17,39.17
4710,226,251,8.91,0.62,1.78,11.31
4711,132,261,6.33,0.44,1.27,8.04
4712,106,419,37.47,2.62,7.49,47.58
4713,156,50,20.22,1.42,4.04,25.68
4714,37,51,29.76,2.08,5.95,37.79
4715,3,322,8.99,0.63,1.8,11.42
4716,203,453,16.7,1.17,3.34,21.21
4717,161,273,35.49,2.48,7.1,45.07
4718,146,388,24.76,1.73,4.95,31.44
4719,103,124,19.2,1.34,3.84,24.38
4720,8,176,10.47,0.73,2.09,13.29
4721,36,135,10.5,0.74,2.1,13.34
4722,141,394,22.98,1.61,4.6,29.19
4723,183,340,8.2,0.57,1.64,10.41
4724,45,336,6.88,0.48,1.38,8.74
4725,37,79,9.92,0.69,1.98,12.59
4726,6,19,13.48,0.94,2.7,17.12
4727,67,462,11.94,0.84,2.39,15.17
4728,246,333,11.85,0.83,2.37,15.05
4729,69,352,10.54,0.74,2.11,13.39
4730,125,410,12.07,0.84,2.41,15.32
4731,103,143,24.5,1.72,4.9,31.12
4732,61,216,10.32,0.72,2.06,13.1
4733,169,108,12.57,0.88,2.51,15.96
4734,69,171,10.54,0.74,2.11,13.39
4735,180,80,10.9,0.76,2.18,13.84
4736,200,231,6.24,0.44,1.25,7.93
4737,248,297,18.3,1.28,3.66,23.24
4738,241,352,4.38,0.31,0.88,5.57
4739,100,227,30.63,2.14,6.13,38.9
4740,112,3,21.3,1.49,4.26,27.05
4741,119,464,18.9,1.32,3.78,24.0
4742,217,482,27.42,1.92,5.48,34.82
4743,216,269,12.52,0.88,2.5,15.9
4744,223,66,7.68,0.54,1.54,9.76
4745,200,229,4.16,0.29,0.83,5.28
4746,170,165,8.16,0.57,1.63,10.36
4747,241,194,6.78,0.47,1.36,8.61
4748,58,432,24.02,1.68,4.8,30.5
4749,212,180,4.11,0.29,0.82,5.22
4750,226,443,17.82,1.25,3.56,22.63
4751,43,400,22.23,1.56,4.45,28.24
4752,235,153,38.91,2.72,7.78,49.41
4753,18,151,5.87,0.41,1.17,7.45
4754,206,119,20.58,1.44,4.12,26.14
4755,249,406,37.89,2.65,7.58,48.12
4756,178,39,9.48,0.66,1.9,12.04
4757,84,88,24.66,1.73,4.93,31.32
4758,241,160,6.78,0.47,1.36,8.61
4759,51,113,3.24,0.23,0.65,4.12
4760,206,413,16.36,1.15,3.27,20.78
4761,194,235,3.43,0.24,0.69,4.36
4762,132,13,4.22,0.3,0.84,5.36
4763,98,370,4.68,0.33,0.94,5.95
4764,88,183,22.58,1.58,4.52,28.68
4765,209,317,11.08,0.78,2.22,14.08
4766,120,303,13.7,0.96,2.74,17.4
4767,247,255,21.64,1.51,4.33,27.48
4768,163,315,21.54,1.51,4.31,27.36
4769,98,426,6.42,0.45,1.28,8.15
4770,111,19,7.47,0.52,1.49,9.48
4771,157,250,6.04,0.42,1.21,7.67
4772,201,445,11.42,0.8,2.28,14.5
4773,59,73,8.1,0.57,1.62,10.29
4774,136,208,12.68,0.89,2.54,16.11
4775,219,229,7.23,0.51,1.45,9.19
4776,145,279,12.12,0.85,2.42,15.39
4777,160,197,30.12,2.11,6.02,38.25
4778,4,282,10.89,0.76,2.18,13.83
4779,227,96,13.3,0.93,2.66,16.89
4780,33,48,6.66,0.47,1.33,8.46
4781,80,80,21.69,1.52,4.34,27.55
4782,116,240,27.6,1.93,5.52,35.05
4783,68,305,26.01,1.82,5.2,33.03
4784,237,139,2.11,0.15,0.42,2.68
4785,241,469,4.38,0.31,0.88,5.57
4786,134,341,36.15,2.53,7.23,45.91
4787,86,106,23.68,1.66,4.74,30.08
4788,250,395,7.42,0.52,1.48,9.42
4789,195,11,25.78,1.8,5.16,32.74
4790,18,124,5.87,0.41,1.17,7.45
4791,98,361,2.97,0.21,0.59,3.77
4792,188,267,24.27,1.7,4.85,30.82
4793,126,136,10.35,0.72,2.07,13.14
4794,142,179,5.18,0.36,1.04,6.58
4795,217,301,10.45,0.73,2.09,13.27
4796,188,39,32.43,2.27,6.49,41.19
4797,231,146,13.71,0.96,2.74,17.41
4798,205,214,19.11,1.34,3.82,24.27
4799,30,181,6.12,0.43,1.22,7.77
4800,247,288,29.01,2.03,5.8,36.84
4801,27,465,8.88,0.62,1.78,11.28
4802,215,454,4.35,0.3,0.87,5.52
4803,52,360,3.16,0.22,0.63,4.01
4804,65,37,25.88,1.81,5.18,32.87
4805,91,157,11.55,0.81,2.31,14.67
4806,215,40,4.35,0.3,0.87,5.52
4807,139,347,22.92,1.6,4.58,29.1
4808,24,190,2.69,0.19,0.54,3.42
4809,119,405,18.9,1.32,3.78,24.0
4810,18,135,11.74,0.82,2.35,14.91
4811,164,346,9.16,0.64,1.83,11.63
4812,48,461,22.47,1.57,4.49,28.53
4813,243,228,36.51,2.56,7.3,46.37
4814,25,344,24.34,1.7,4.87,30.91
4815,28,165,21.0,1.47,4.2,26.67
4816,178,336,12.5,0.88,2.5,15.88
4817,74,73,10.36,0.73,2.07,13.16
4818,235,307,38.76,2.71,7.75,49.22
4819,13,215,19.06,1.33,3.81,24.2
4820,45,102,16.11,1.13,3.22,20.46
4821,110,259,8.02,0.56,1.6,10.18
4822,223,170,9.62,0.67,1.92,12.21
4823,199,93,12.89,0.9,2.58,16.37
4824,16,198,2.03,0.14,0.41,2.58
4825,104,399,23.98,1.68,4.8,30.46
4826,165,86,23.74,1.66,4.75,30.15
4827,43,41,13.6,0.95,2.72,17.27
4828,249,389,25.26,1.77,5.05,32.08
4829,136,254,6.34,0.44,1.27,8.05
4830,8,398,12.57,0.88,2.51,15.96
4831,54,487,11.64,0.81,2.33,14.78
4832,93,282,17.58,1.23,3.52,22.33
4833,11,160,6.78,0.47,1.36,8.61
4834,134,414,8.5,0.6,1.7,10.8
4835,144,46,2.65,0.19,0.53,3.37
4836,77,392,5.49,0.38,1.1,6.97
4837,64,216,8.15,0.57,1.63,10.35
4838,27,31,2.66,0.19,0.53,3.38
4839,222,340,2.78,0.19,0.56,3.53
4840,77,277,24.6,1.72,4.92,31.24
4841,26,469,17.02,1.19,3.4,21.61
4842,71,395,10.29,0.72,2.06,13.07
4843,157,331,3.1,0.22,0.62,3.94
4844,139,35,12.38,0.87,2.48,15.73
4845,47,434,36.66,2.57,7.33,46.56
4846,12,351,20.44,1.43,4.09,25.96
4847,226,372,29.31,2.05,5.86,37.22
4848,200,318,6.24,0.44,1.25,7.93
4849,188,8,24.27,1.7,4.85,30.82
4850,174,329,19.95,1.4,3.99,25.34
4851,42,250,24.3,1.7,4.86,30.86
4852,77,297,5.49,0.38,1.1,6.97
4853,214,466,24.22,1.7,4.84,30.76
4854,122,129,17.16,1.2,3.43,21.79
4855,27,440,34.86,2.44,6.97,44.27
4856,196,173,31.35,2.19,6.27,39.81
4857,148,320,18.69,1.31,3.74,23.74
4858,69,192,12.14,0.85,2.43,15.42
4859,96,369,14.1,0.99,2.82,17.91
4860,34,69,14.28,1.0,2.86,18.14
4861,201,339,19.42,1.36,3.88,24.66
4862,126,347,30.69,2.15,6.14,38.98
4863,202,461,14.12,0.99,2.82,17.93
4864,156,474,8.53,0.6,1.71,10.84
4865,169,496,8.13,0.57,1.63,10.33
4866,21,1,8.64,0.6,1.73,10.97
4867,129,468,4.52,0.32,0.9,5.74
4868,12,52,22.56,1.58,4.51,28.65
4869,123,75,32.79,2.3,6.56,41.65
4870,215,483,8.7,0.61,1.74,11.05
4871,145,401,21.0,1.47,4.2,26.67
4872,45,142,3.44,0.24,0.69,4.37
4873,23,205,8.62,0.6,1.72,10.94
4874,100,153,10.14,0.71,2.03,12.88
4875,110,481,5.46,0.38,1.09,6.93
4876,46,183,20.0,1.4,4.0,25.4
4877,81,259,7.38,0.52,1.48,9.38
4878,233,481,2.36,0.17,0.47,3.0
4879,41,362,12.36,0.87,2.47,15.7
4880,206,369,20.58,1.44,4.12,26.14
4881,88,25,11.29,0.79,2.26,14.34
4882,142,430,3.55,0.25,0.71,4.51
4883,133,407,3.9,0.27,0.78,4.95
4884,176,214,16.05,1.12,3.21,20.38
4885,133,61,11.7,0.82,2.34,14.86
4886,30,30,7.19,0.5,1.44,9.13
4887,39,454,16.83,1.18,3.37,21.38
4888,29,375,17.56,1.23,3.51,22.3
4889,28,15,31.5,2.21,6.3,40.01
4890,104,328,20.25,1.42,4.05,25.72
4891,60,51,23.73,1.66,4.75,30.14
4892,77,493,12.3,0.86,2.46,15.62
4893,24,497,22.88,1.6,4.58,29.06
4894,191,376,9.46,0.66,1.89,12.01
4895,247,423,6.06,0.42,1.21,7.69
4896,4,433,3.63,0.25,0.73,4.61
4897,186,300,3.15,0.22,0.63,4.0
4898,190,45,9.82,0.69,1.96,12.47
4899,121,1,3.74,0.26,0.75,4.75
4900,202,432,22.48,1.57,4.5,28.55
4901,45,127,24.93,1.75,4.99,31.67
4902,153,372,6.04,0.42,1.21,7.67
4903,250,489,9.0,0.63,1.8,11.43
4904,81,111,6.96,0.49,1.39,8.84
4905,38,91,22.96,1.61,4.59,29.16
4906,47,232,8.85,0.62,1.77,11.24
4907,193,317,3.61,0.25,0.72,4.58
4908,200,497,4.16,0.29,0.83,5.28
4909,14,406,25.64,1.79,5.13,32.56
4910,162,145,9.78,0.68,1.96,12.42
4911,158,200,8.79,0.62,1.76,11.17
4912,191,245,21.5,1.51,4.3,27.31
4913,20,11,8.76,0.61,1.75,11.12
4914,16,351,20.08,1.41,4.02,25.51
